null,resp_time,course_id,due,experience,hours,location,day_offset,week
,2013-04-08 22:00:00,math23,2.0,4.0,1.0,"43.7079626,-72.2845068",15,3
,2013-04-08 19:00:00,cs65,1.0,3.0,5.0,"43.70833514,-72.28446068",15,3
,2013-04-08 22:00:00,cs60,2.0,1.0,1.0,"43.70826063,-72.28421526",15,3
,2013-04-12 09:00:00,cs69,1.0,1.0,8.0,"43.70845191,-72.28419384",19,3
,2013-04-09 23:00:00,cs65,1.0,3.0,3.0,"43.70826063,-72.28421526",16,3
,2013-04-10 22:00:00,math23,2.0,4.0,2.0,"43.70827877,-72.28438588",17,3
,2013-04-10 02:00:00,math23,2.0,1.0,1.0,"43.70826063,-72.28421526",16,3
,2013-04-10 04:00:00,cs69,2.0,3.0,8.0,"43.70340811,-72.29061712",16,3
,2013-04-10 19:00:00,cs65,2.0,3.0,1.0,"43.70827877,-72.28438588",17,3
,2013-04-11 22:00:00,cs65,2.0,3.0,1.0,"43.70845191,-72.28419384",18,3
,2013-04-10 22:00:00,cs60,2.0,3.0,1.0,"43.70827877,-72.28438588",17,3
,2013-04-12 21:00:00,math23,1.0,1.0,6.0,"43.7062746,-72.28944936",19,3
,2013-04-12 19:00:00,cs65,2.0,3.0,1.0,"43.71906267,-72.27262809",19,3
