null,resp_time,course_id,due,experience,hours,location,day_offset,week
,2013-04-16 17:00:00,LAT3,2.0,3.0,1.0,"43.70704576843117,-72.2907161716925",23,4
,2013-04-18 19:00:00, LAT3,1.0,3.0,2.0,"43.707213470222484,-72.28713826226519",25,4
,2013-04-18 04:00:00,CS65,2.0,3.0,1.0,"43.701492057042024,-72.28820054512535",24,4
,2013-04-16 00:00:00,LAT3,1.0,2.0,5.0,"43.70716493150137,-72.29065271916699",22,4
,2013-04-16 00:00:00,MATH13,1.0,3.0,6.0,"43.70686273087724,-72.28753449372527",22,4
,2013-04-16 00:00:00,CS65,1.0,2.0,6.0,"43.70744869103676,-72.28705035195861",22,4
,2013-04-18 04:00:00,LAT3,1.0,1.0,2.0,"43.70148630287334,-72.2880724945123",24,4
,2013-04-18 04:00:00,MATH13,1.0,3.0,5.0,"43.70143796257927,-72.28840592331314",24,4
,2013-04-20 19:00:00,MATH13,1.0,2.0,3.0,"43.707213301259905,-72.29063432924677",27,4
,2013-04-20 19:00:00,LAT3,1.0,2.0,3.0,"43.707239025812086,-72.29067326733173",27,4
,2013-04-20 19:00:00,CS65,2.0,2.0,4.0,"43.70724205779823,-72.29062358405594",27,4
