null,resp_time,course_id,due,experience,hours,location,day_offset,week
,2013-04-09 08:00:00,LAT3,1.0,3.0,4.0,"43.70722381420843,-72.29064740417755",15,3
,2013-04-09 08:00:00,CS65,1.0,3.0,2.0,"43.70726286397128,-72.29063822859308",15,3
,2013-04-09 08:00:00,MATH13,1.0,2.0,6.0,"43.7074620579643,-72.29076688528187",15,3
,2013-04-13 06:00:00,MATH13,1.0,3.0,6.0,Unknown,19,3
,2013-04-09 18:00:00,LAT3,1.0,3.0,2.0,"43.70714428609825,-72.29067048599494",16,3
,2013-04-11 06:00:00,CS65,2.0,3.0,7.0,"43.70715385770251,-72.29076242667945",17,3
,2013-04-11 06:00:00,LAT3,1.0,3.0,2.0,"43.70706705124463,-72.29070750176079",17,3
,2013-04-11 06:00:00,MATH13,1.0,2.0,4.0,"43.70723751657178,-72.29072506094067",17,3
,2013-04-12 06:00:00,CS65,2.0,2.0,5.0,"43.70706589616339,-72.29079248902232",18,3
,2013-04-12 06:00:00,LAT3,1.0,1.0,5.0,"43.707113189278324,-72.29073405134399",18,3
,2013-04-13 06:00:00,CS65,2.0,2.0,5.0,Unknown,19,3
,2013-04-13 06:00:00,LAT3,1.0,3.0,3.0,Unknown,19,3
