null,resp_time,level,location,day_offset,week
4,2013-03-24 10:00:00,,,0,1
"43.70450324,-72.2884118",2013-03-24 10:00:00,,,0,1
"43.70450324,-72.2884118",2013-03-24 10:00:00,,,0,1
5,2013-03-24 10:00:00,,,0,1
1,2013-03-24 10:00:00,,,0,1
,2013-03-27 20:00:00,4.0,"43.70751491,-72.28694759",3,1
,2013-03-27 23:00:00,5.0,"43.70751491,-72.28694759",3,1
,2013-03-27 18:00:00,4.0,"43.70751491,-72.28694759",3,1
,2013-03-28 20:00:00,4.0,"43.70751491,-72.28694759",4,1
,2013-03-28 22:00:00,1.0,"43.70751491,-72.28694759",4,1
,2013-03-30 01:00:00,4.0,"43.70751491,-72.28694759",5,1
,2013-03-30 22:00:00,4.0,"43.70486983,-72.29032605",6,1
,2013-03-31 07:00:00,1.0,"42.69942036,-71.43609676",6,1
