null,resp_time,level,location,day_offset,week
3,2013-03-24 09:00:00,,,0,1
"43.70409141,-72.28921646",2013-03-24 10:00:00,,,0,1
,2013-03-30 22:00:00,1.0,"43.70292132,-72.28987847",6,1
"43.70634115,-72.28705332",2013-03-24 10:00:00,,,0,1
"43.70409141,-72.28921646",2013-03-24 10:00:00,,,0,1
"43.70409141,-72.28921646",2013-03-24 10:00:00,,,0,1
,2013-03-27 07:00:00,1.0,"43.70690704,-72.28632015",2,1
,2013-03-29 20:00:00,1.0,"43.70705849,-72.28616283",5,1
,2013-03-27 19:00:00,1.0,"43.70690704,-72.28632015",3,1
,2013-03-27 22:00:00,4.0,"43.70690704,-72.28632015",3,1
,2013-03-28 07:00:00,1.0,"43.70006075,-72.29200001",3,1
,2013-03-28 22:00:00,1.0,"43.70704108,-72.28607855999999",4,1
,2013-03-29 22:00:00,1.0,"43.70715931,-72.2863601",5,1
,2013-03-30 19:00:00,2.0,Unknown,6,1
,2013-04-01 08:00:00,1.0,Unknown,7,2
,2013-04-02 07:00:00,1.0,"43.70697927,-72.28585464",8,2
,2013-04-03 00:00:00,1.0,"43.70121099,-72.28637004",9,2
,2013-04-03 06:00:00,2.0,"43.70106694,-72.2864999",9,2
,2013-04-04 00:00:00,1.0,"43.70323136,-72.28785021",10,2
,2013-04-04 06:00:00,1.0,"43.69789429,-72.31446361",10,2
,2013-04-04 08:00:00,2.0,"43.70716892,-72.28610704",10,2
,2013-04-05 00:00:00,1.0,"43.7030279,-72.28948573",11,2
,2013-04-05 06:00:00,2.0,"43.70721009,-72.28582282",11,2
,2013-04-06 06:00:00,2.0,"43.70237964,-72.29076988",12,2
,2013-04-08 08:00:00,2.0,"43.7067029,-72.28540419",14,3
,2013-04-07 09:00:00,3.0,"43.70279732,-72.28981833",14,3
,2013-04-08 20:00:00,2.0,"43.70684301,-72.28594477",15,3
,2013-04-09 04:00:00,1.0,"43.68326196,-72.28749992",15,3
,2013-04-09 03:00:00,1.0,"43.68326196,-72.28749992",15,3
,2013-04-09 08:00:00,1.0,"43.70698318,-72.28553059",15,3
,2013-04-09 22:00:00,2.0,"43.70668606,-72.28578397",16,3
,2013-04-11 22:00:00,2.0,"43.70300231,-72.28918281",18,3
,2013-04-10 22:00:00,2.0,"43.70629212,-72.28804473",17,3
