null,resp_time,course_id,due,experience,hours,location,day_offset,week
,2013-04-08 19:00:00,cs65,1.0,3.0,3.0,"43.70673487,-72.28562258",15,3
,2013-04-09 02:00:00,cs50,1.0,1.0,12.0,"43.68326196,-72.28749992",15,3
,2013-04-10 00:00:00,cs50,2.0,1.0,2.0,"43.70307762,-72.28912529",16,3
,2013-04-10 00:00:00,film51,1.0,3.0,3.0,"43.70307762,-72.28912529",16,3
,2013-04-10 20:00:00,cs65,2.0,3.0,3.0,"43.70629212,-72.28804473",17,3
,2013-04-11 21:00:00,film52,2.0,3.0,4.0,"43.70300231,-72.28918281",18,3
,2013-04-11 21:00:00,cs65,2.0,3.0,1.0,"43.70300231,-72.28918281",18,3
,2013-04-11 04:00:00,film52,2.0,3.0,2.0,"43.70335463,-72.29031856",17,3
,2013-04-11 04:00:00,cs50,2.0,3.0,2.0,"43.70335463,-72.29031856",17,3
,2013-04-12 21:00:00,cs50,2.0,3.0,6.0,"43.70646579,-72.28830733",19,3
,2013-04-12 19:00:00,cs65,2.0,3.0,5.0,"43.70651205,-72.28555058",19,3
