null,resp_time,course_id,due,experience,hours,location,day_offset,week
,2013-04-08 23:00:00,engs31,2.0,3.0,2.0,"43.70560342,-72.29137243",15,3
,2013-04-08 19:00:00,cs65,1.0,3.0,5.0,"43.70560342,-72.29137243",15,3
,2013-04-09 21:00:00,engs31,1.0,3.0,6.0,"43.70566653,-72.29162127",16,3
,2013-04-11 20:00:00,cs65,2.0,3.0,2.0,"43.70349928,-72.29089432",18,3
,2013-04-10 03:00:00,engs31 lab,1.0,3.0,3.0,"43.70566653,-72.29162127",16,3
,2013-04-10 19:00:00,cs65,2.0,3.0,2.0,"43.70565468,-72.29149208",17,3
,2013-04-11 00:00:00,engs31,2.0,3.0,5.0,"43.70509139,-72.29220315",17,3
,2013-04-12 00:00:00,cs65,2.0,3.0,3.0,"43.70234665,-72.28813935",18,3
,2013-04-12 19:00:00,cs65,2.0,2.0,4.0,"43.70234665,-72.28813935",19,3
,2013-04-13 00:00:00,engs31,2.0,1.0,3.0,"43.70234665,-72.28813935",19,3
