null,resp_time,level,location,day_offset,week
3,2013-03-24 10:00:00,,,0,1
"43.70700456,-72.28813458",2013-03-24 10:00:00,,,0,1
"43.70642048,-72.28715665",2013-03-24 10:00:00,,,0,1
"43.70700456,-72.28813458",2013-03-24 10:00:00,,,0,1
4,2013-03-24 09:00:00,,,0,1
,2013-04-03 01:00:00,3.0,"43.70546977,-72.29153142",9,2
,2013-04-02 21:00:00,1.0,"43.70546977,-72.29153142",9,2
,2013-04-01 23:00:00,3.0,"43.70660194,-72.28760119",8,2
,2013-04-02 01:00:00,1.0,"43.70870397,-72.28732871",8,2
,2013-04-03 08:00:00,1.0,"43.70566059,-72.29130704",9,2
,2013-04-04 00:00:00,3.0,"43.70566059,-72.29130704",10,2
,2013-04-03 06:00:00,1.0,"43.7056535,-72.29132724",9,2
,2013-04-02 18:00:00,1.0,"43.70546977,-72.29153142",9,2
,2013-04-03 06:00:00,3.0,"43.7056535,-72.29132724",9,2
,2013-04-03 16:00:00,2.0,"43.70566059,-72.29130704",10,2
,2013-04-03 22:00:00,1.0,"43.70566059,-72.29130704",10,2
,2013-04-04 20:00:00,1.0,"43.70619631,-72.28823087",11,2
,2013-04-04 06:00:00,2.0,"43.70619631,-72.28823087",10,2
,2013-04-07 00:00:00,1.0,"43.50783677,-72.13449058",13,2
,2013-04-07 08:00:00,5.0,"42.36112482,-71.07113958",13,2
,2013-04-05 00:00:00,1.0,"43.7057636,-72.29169328",11,2
,2013-04-05 00:00:00,1.0,"43.70571517,-72.29143924",11,2
,2013-04-06 06:00:00,4.0,"43.50783677,-72.13449058",12,2
,2013-04-05 06:00:00,1.0,"43.70561216,-72.2912825",11,2
,2013-04-06 04:00:00,4.0,"43.50783677,-72.13449058",12,2
,2013-04-05 08:00:00,3.0,"43.70569846,-72.29141248",11,2
,2013-04-06 00:00:00,1.0,"43.50783677,-72.13449058",12,2
,2013-04-05 18:00:00,1.0,"43.70572255,-72.29124291",12,2
,2013-04-07 07:00:00,4.0,"42.36112482,-71.07113958",13,2
,2013-04-06 07:00:00,1.0,"43.50783677,-72.13449058",12,2
,2013-04-06 21:00:00,4.0,"43.50783677,-72.13449058",13,2
,2013-04-08 03:00:00,1.0,"42.36112482,-71.07113958",14,3
,2013-04-07 18:00:00,1.0,"42.36112482,-71.07113958",14,3
,2013-04-08 23:00:00,1.0,"43.70560342,-72.29137243",15,3
,2013-04-08 04:00:00,1.0,"42.36112482,-71.07113958",14,3
,2013-04-08 20:00:00,1.0,"43.70560342,-72.29137243",15,3
,2013-04-09 03:00:00,1.0,"43.70561818,-72.29128235",15,3
,2013-04-09 04:00:00,1.0,"43.70553987,-72.29142421",15,3
,2013-04-12 22:00:00,2.0,"43.70234665,-72.28813935",19,3
,2013-04-12 18:00:00,3.0,"43.70234665,-72.28813935",19,3
,2013-04-09 15:00:00,1.0,"43.70565715,-72.2915844",16,3
,2013-04-09 21:00:00,1.0,"43.70566653,-72.29162127",16,3
,2013-04-10 07:00:00,1.0,"43.70573552,-72.29175527",16,3
,2013-04-10 19:00:00,1.0,"43.70355489,-72.28875143",17,3
,2013-04-12 01:00:00,1.0,"43.70234665,-72.28813935",18,3
,2013-04-12 03:00:00,1.0,"43.70234665,-72.28813935",18,3
,2013-04-13 21:00:00,1.0,"43.70462998,-72.28974619",20,3
,2013-04-13 05:00:00,3.0,"43.70462998,-72.28974619",19,3
,2013-04-13 23:00:00,1.0,"43.70462998,-72.28974619",20,3
,2013-04-17 04:00:00,3.0,"43.70552776,-72.29144402",23,4
,2013-04-14 22:00:00,3.0,"43.70500487,-72.2905778",21,4
,2013-04-14 19:00:00,1.0,"43.70500487,-72.2905778",21,4
,2013-04-15 20:00:00,1.0,Unknown,22,4
,2013-04-16 03:00:00,3.0,Unknown,22,4
,2013-04-15 21:00:00,3.0,Unknown,22,4
,2013-04-16 04:00:00,3.0,Unknown,22,4
,2013-04-17 08:00:00,3.0,"43.70567734,-72.29183525",23,4
,2013-04-17 23:00:00,1.0,"43.70523224,-72.29210557",24,4
,2013-04-18 04:00:00,3.0,"43.70549132,-72.29152094",24,4
,2013-04-18 08:00:00,3.0,"43.70554715,-72.29101972",24,4
,2013-04-18 20:00:00,3.0,"43.70557117,-72.29109324",25,4
,2013-04-22 02:00:00,3.0,"44.26783796,-69.80648763",28,5
,2013-04-22 02:00:00,2.0,Unknown,28,5
,2013-04-23 08:00:00,3.0,"43.70565725,-72.29124307",29,5
,2013-04-26 18:00:00,4.0,"43.70523309,-72.29167457",33,5
,2013-04-25 19:00:00,3.0,"43.70536889,-72.29004529",32,5
,2013-04-29 00:00:00,3.0,Unknown,35,6
,2013-04-30 04:00:00,3.0,Unknown,36,6
,2013-04-30 00:00:00,2.0,"43.705504,-72.29155831",36,6
,2013-05-02 06:00:00,1.0,"43.70564904,-72.29116583",38,6
,2013-05-01 05:00:00,3.0,"43.70569418,-72.29111514",37,6
,2013-05-03 05:00:00,1.0,"43.70559309,-72.29131892",39,6
,2013-05-09 05:00:00,1.0,"43.70569392,-72.290703",45,7
,2013-05-07 20:00:00,1.0,"43.7055733,-72.2912555",44,7
,2013-05-08 06:00:00,1.0,"43.70285851,-72.29034375",44,7
,2013-05-08 18:00:00,1.0,"43.70555309,-72.29135445",45,7
,2013-05-16 03:00:00,1.0,"43.70332166,-72.29037768",52,8
,2013-05-15 20:00:00,1.0,Unknown,52,8
,2013-05-20 04:00:00,1.0,"43.70565045,-72.29149641",56,9
,2013-05-21 04:00:00,1.0,"43.7057852,-72.29113678",57,9
,2013-05-24 04:00:00,1.0,Unknown,60,9
,2013-05-24 21:00:00,1.0,"43.70496786,-72.29294757",61,9
