null,resp_time,level,location,day_offset,week
"43.70644277,-72.28745909",2013-03-24 10:00:00,,,0,1
3,2013-03-24 10:00:00,,,0,1
"43.70632945,-72.28708376",2013-03-24 10:00:00,,,0,1
3,2013-03-24 10:00:00,,,0,1
3,2013-03-24 10:00:00,,,0,1
,2013-03-28 22:00:00,1.0,"43.70252619,-72.28664327",4,1
,2013-03-30 23:00:00,2.0,"43.70406856,-72.29058126",6,1
,2013-04-11 23:00:00,3.0,"43.70678195,-72.28738426",18,3
,2013-04-17 09:00:00,2.0,"43.70495522,-72.29090614",23,4
,2013-04-16 08:00:00,3.0,"43.70495522,-72.29090614",22,4
,2013-04-14 22:00:00,3.0,"43.70459704,-72.29138802",21,4
,2013-04-15 21:00:00,3.0,"43.70476167,-72.29132691",22,4
,2013-04-18 05:00:00,3.0,"43.70432313,-72.29132532",24,4
,2013-04-18 08:00:00,3.0,"43.70432313,-72.29132532",24,4
,2013-04-19 02:00:00,3.0,"43.70237732,-72.28914013",25,4
,2013-04-20 19:00:00,2.0,Unknown,27,4
,2013-04-20 05:00:00,2.0,"43.7054293,-72.2897154",26,4
,2013-04-21 08:00:00,3.0,Unknown,27,4
,2013-04-21 10:00:00,3.0,Unknown,28,5
,2013-04-21 22:00:00,3.0,Unknown,28,5
,2013-04-23 09:00:00,3.0,Unknown,29,5
,2013-04-26 18:00:00,3.0,"43.7060191,-72.28758328",33,5
,2013-04-30 04:00:00,3.0,"43.70455463,-72.29084469",36,6
,2013-04-29 04:00:00,3.0,Unknown,35,6
,2013-05-02 05:00:00,3.0,"43.70436553,-72.29117433",38,6
,2013-05-01 05:00:00,3.0,"43.70426646,-72.29095652",37,6
,2013-05-04 17:00:00,3.0,"43.70441582,-72.29136839",41,6
,2013-05-07 04:00:00,3.0,"43.70426219,-72.29134493",43,7
,2013-05-07 18:00:00,3.0,"43.702392,-72.28970149",44,7
,2013-05-08 04:00:00,3.0,"43.70667208,-72.28631618",44,7
,2013-05-11 08:00:00,3.0,Unknown,47,7
,2013-05-07 08:00:00,3.0,"43.70492105,-72.29126522",43,7
,2013-05-08 16:00:00,3.0,"43.704734619999996,-72.29096421",45,7
,2013-05-09 05:00:00,3.0,"43.7052792,-72.28985206",45,7
,2013-05-17 09:00:00,3.0,"43.70419436,-72.29111957",53,8
,2013-05-15 01:00:00,3.0,"43.70673393,-72.28776049",51,8
,2013-05-18 02:00:00,3.0,"43.70648669,-72.28860157",54,8
,2013-05-19 09:00:00,3.0,"43.70551279,-72.29153409",55,8
,2013-05-20 08:00:00,3.0,"43.70551279,-72.29153409",56,9
,2013-05-21 10:00:00,3.0,"43.70359481,-72.28954844",58,9
,2013-05-22 19:00:00,3.0,"43.70465377,-72.29113067",59,9
,2013-05-24 12:00:00,3.0,Unknown,61,9
,2013-05-25 23:00:00,3.0,Unknown,62,9
,2013-05-26 00:00:00,3.0,Unknown,62,9
,2013-05-28 16:00:00,3.0,Unknown,65,10
,2013-05-31 04:00:00,3.0,"43.70583041,-72.28925846",67,10
,2013-06-01 15:00:00,3.0,"43.70583041,-72.28925846",69,10
