null,resp_time,level,location,day_offset,week
"43.70493756,-72.28874493",2013-03-24 10:00:00,,,0,1
"43.70639722,-72.28701551",2013-03-24 09:00:00,,,0,1
2,2013-03-24 10:00:00,,,0,1
"43.70493736,-72.28874528",2013-03-24 10:00:00,,,0,1
3,2013-03-24 10:00:00,,,0,1
,2013-04-01 00:00:00,1.0,"43.70629771,-72.28833431",7,2
,2013-04-01 09:00:00,2.0,"43.70105311,-72.28963051",8,2
,2013-04-01 06:00:00,5.0,"43.70106678,-72.28949426",7,2
,2013-04-01 20:00:00,1.0,"43.7044068,-72.28971584",8,2
,2013-04-03 06:00:00,4.0,"43.70478536,-72.28887601",9,2
,2013-04-03 00:00:00,4.0,"43.70374684,-72.28736928",9,2
,2013-04-02 09:00:00,2.0,"43.7044068,-72.28971584",9,2
,2013-04-01 03:00:00,2.0,"43.70628963,-72.28834634",7,2
,2013-04-01 05:00:00,4.0,"43.70628963,-72.28834634",7,2
,2013-04-04 00:00:00,1.0,"43.70675529,-72.28728531",10,2
,2013-04-04 06:00:00,5.0,"43.70293603,-72.28959821",10,2
,2013-04-05 06:00:00,3.0,"43.70589093,-72.28772656",11,2
,2013-04-05 00:00:00,1.0,"43.70428966,-72.29653853",11,2
,2013-04-06 00:00:00,3.0,"43.7053463,-72.2879193",12,2
,2013-04-06 07:00:00,4.0,"43.70392688,-72.29680224",12,2
,2013-04-07 02:00:00,3.0,Unknown,13,2
,2013-04-08 03:00:00,3.0,"43.70581445,-72.28774468",14,3
,2013-04-08 20:00:00,4.0,"43.70597109,-72.28774354",15,3
,2013-04-09 08:00:00,4.0,"43.70303593,-72.28801539",15,3
,2013-04-13 22:00:00,3.0,Unknown,20,3
,2013-04-11 22:00:00,3.0,"43.70507731,-72.29020043",18,3
,2013-04-12 22:00:00,1.0,"43.70450188,-72.2971835",19,3
,2013-04-15 16:00:00,3.0,"43.70520754,-72.29021202",22,4
,2013-04-17 08:00:00,3.0,"43.70558876,-72.28733586",23,4
,2013-04-26 18:00:00,3.0,"43.70525386,-72.29094429",33,5
,2013-04-30 04:00:00,3.0,"43.7013129,-72.28953311",36,6
,2013-04-29 04:00:00,3.0,"43.70689092,-72.28720713",35,6
,2013-04-29 00:00:00,3.0,Unknown,35,6
,2013-04-29 20:00:00,3.0,"43.70439006,-72.29698883",36,6
,2013-05-02 05:00:00,1.0,"43.70565358,-72.28787758",38,6
,2013-05-06 04:00:00,2.0,"43.705841649999996,-72.28781402",42,7
,2013-05-09 04:00:00,1.0,"43.70588227,-72.28828014",45,7
,2013-05-07 08:00:00,1.0,"43.70033896,-72.28974251",43,7
