times, activity inference,location,location_des
2013-04-10 04:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",Baker-Berry Library
2013-04-10 05:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",Baker-Berry Library
2013-04-10 06:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",Baker-Berry Library
2013-04-10 07:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-10 08:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-10 09:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",McNutt Hall
2013-04-10 10:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",North Park Street is a road that borders the northern side of the Dartmouth College campus
2013-04-10 11:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",Road
2013-04-10 12:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",McNutt Hall
2013-04-10 13:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-10 14:00:00,0,"78 College Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-10 15:00:00,0,"78 College Street, Hanover, NH 03755, United States of America",Admissions Office
2013-04-10 16:00:00,0,"16 North Park Street, Hanover, NH 03755, United States of America",This location is the Dartmouth College Health Service
2013-04-10 17:00:00,3,"16 North Park Street, Hanover, NH 03755, United States of America",This location is Dick's House
2013-04-10 19:00:00,0,"3 Park Way, Hanover, NH 03755, United States of America",Dartmouth College Health Service
2013-04-10 20:00:00,0,"73 South Main Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-10 21:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",King Arthur Flour Cafe
2013-04-10 22:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",This location is the Admissions Office
2013-04-10 23:00:00,1,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",Sudikoff Hall is Dartmouth College's Computer Science building
2013-04-11 00:00:00,0,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",Sudikoff Hall is the Computer Science Department building at Dartmouth College
2013-04-11 01:00:00,0,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",Sudikoff Hall is a building at Dartmouth College that primarily houses the Computer Science Department
2013-04-11 02:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Admissions Office
2013-04-11 03:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",North Park Street
2013-04-11 04:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",McNutt Hall
2013-04-11 05:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-11 06:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-11 07:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Admissions Office
2013-04-11 08:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Baker-Berry Library
2013-04-11 09:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Office of Admissions
2013-04-11 10:00:00,0,"North Park Street, Hanover, NH 03755, United States of America",Berry Library
2013-04-11 19:00:00,3,"Wayside Chapel, Otterville Road, Otterville, New London, NH 03751, United States of America","This location is not part of the University of Dartmouth. It is the Wayside Chapel in Otterville, New London, NH"
2013-04-11 20:00:00,3,"9 Ivy Lane, Hanover, NH 03755, United States of America",The Dartmouth College Admissions Office
2013-04-11 21:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Baker-Berry Library
2013-04-11 22:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",Dartmouth College Admissions Office
2013-04-11 23:00:00,1,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",Computer Science Lab
2013-04-12 00:00:00,0,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",Computer Science Lab
2013-04-12 01:00:00,0,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",Sudikoff Hall is a computer science laboratory building
2013-04-12 02:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",This location is the Dartmouth College Admissions Office
2013-04-12 03:00:00,0,"18 North Park Street, Hanover, NH 03755, United States of America",This address is the McLane Admissions Center at Dartmouth College
